Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Centric,aerotopes,size,genus,species,Gelatinous
Gomphosphaeria compacta,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Gomphosphaeria,compacta,1
Gomphosphaeria lacustris,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Gomphosphaeria,lacustris,1
Gomphosphaeria pusilla,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Gomphosphaeria,pusilla,1
Gomphosphaeria rosea,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Gomphosphaeria,rosea,1
Gomphosphaeria sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Gomphosphaeria,,1
Gonatozygon brebissonnii,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,tub,NA,0,large,Gonatozygon,brebissonnii,1
Gonatozygon monotaenium,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,tub,NA,0,large,Gonatozygon,monotaenium,1
Goniochloris cf. smithii,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,NA,0,large,Goniochloris,cf.,0
Goniochloris fallax,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,NA,0,large,Goniochloris,fallax,0
Goniochloris mutica,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,ell,NA,0,small,Goniochloris,mutica,0
Goniochloris pulchra,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,prisme,NA,0,small,Goniochloris,pulchra,0
Goniochloris sp.,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,NA,0,large,Goniochloris,,0
Gonium pectorale,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,1,sphe,0,0,large,Gonium,pectorale,1
Gonyaulax apiculata,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Gonyaulax,apiculata,0
Granulocystis helenae,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Granulocystis,helenae,1
Granulocystopsis coronata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Granulocystopsis,coronata,1
Granulocystopsis pseudocoronata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Granulocystopsis,pseudocoronata,1
Gymnodinium eurytopum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Gymnodinium,eurytopum,0
Gymnodinium excavatum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Gymnodinium,excavatum,0
Gymnodinium helveticum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Gymnodinium,helveticum,0
Gymnodinium lantzschii,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Gymnodinium,lantzschii,0
Gymnodinium lantzschii f. major,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Gymnodinium,lantzschii,0
Gymnodinium limitatum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,limitatum,0
Gymnodinium limitatum kyste,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,limitatum,0
Gymnodinium mitratum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Gymnodinium,mitratum,0
Gymnodinium oligoplacatum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Gymnodinium,oligoplacatum,0
Gymnodinium pallidum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Gymnodinium,pallidum,0
Gymnodinium palustre,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,palustre,1
Gymnodinium purpureum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,purpureum,0
Gymnodinium simile,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Gymnodinium,simile,0
Gymnodinium sp 20/23,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,,0
Gymnodinium sp 60/55,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Gymnodinium,,0
Gymnodinium sp.,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Gymnodinium,,0
Gymnodinium sp. 116,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Gymnodinium,,0
Gymnodinium sp. 240,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Gymnodinium,,0
Gymnodinium umberrinum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Gymnodinium,umberrinum,0
Gyrosigma acuminatum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gyrosigma,acuminatum,0
Gyrosigma attenuatum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gyrosigma,attenuatum,0
Gyrosigma nodiferum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gyrosigma,nodiferum,0
Gyrosigma scalproides,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gyrosigma,scalproides,0
Gyrosigma sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Gyrosigma,,0
Hantzschia amphioxys,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Hantzschia,amphioxys,0
Heleochloris pallida,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,NA,0,small,Heleochloris,pallida,1
Heterothrix sp.,Xanthophyceae,Tribonematales,0,0,0,1,Microphytoplancton,1,1,trel,NA,0,large,Heterothrix,,0
Hyaloraphidium contortum,Chlorophyceae,Chlorococcales,0,1,0,0,Microphytoplancton,0,0,trel,NA,0,large,Hyaloraphidium,contortum,1
Hyalotheca dissiliens,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Hyalotheca,dissiliens,1
Isthmochloron trispinatum,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,box,NA,0,small,Isthmochloron,trispinatum,0
Jaaginema geminatum,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Jaaginema,geminatum,0
Katodinium fungiforme,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Katodinium,fungiforme,0
Katodinium hiemale,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Katodinium,hiemale,0
Katodinium simile,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Katodinium,simile,0
Kephyrion cordata,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,cordata,1
Kephyrion littorale,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,littorale,0
Kephyrion moniliferum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,moniliferum,1
Kephyrion petasatum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,petasatum,0
Kephyrion rubri-claustri,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,rubri-claustri,0
Kephyrion skujae,Chrysophyceae,Chromulinales,1,NA,NA,NA,,0,0,ell,0,0,,Kephyrion,skujae,1
Kephyrion sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,,0
Kephyrion sp1,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,,0
Kephyrion sp2 plein,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,,0
Kephyrion sp2 vide,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,,0
Kephyrion sp3,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,,0
Kephyrion spirale,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Kephyrion,spirale,0
Kirchneriella contorta,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Kirchneriella,contorta,0
Kirchneriella dianae,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Kirchneriella,dianae,0
Kirchneriella dichotomococcoides,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Kirchneriella,dichotomococcoides,0
Kirchneriella incurvata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,doco,0,0,large,Kirchneriella,incurvata,0
Kirchneriella irregularis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Kirchneriella,irregularis,0
Kirchneriella lunaris,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Kirchneriella,lunaris,0
Kirchneriella mayori,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Kirchneriella,mayori,0
Kirchneriella microscopica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Kirchneriella,microscopica,0
Kirchneriella obesa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Kirchneriella,obesa,0
Kirchneriella subcapitata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Kirchneriella,subcapitata,0
Komvophoron cf. skujae,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Komvophoron,cf.,1
Komvophoron constrictum,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Komvophoron,constrictum,1
Komvophoron schmidlei,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Komvophoron,schmidlei,0
Komvophoron sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Komvophoron,,0
Komvophoron sp. 3 µm,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Komvophoron,,0
Korshikoviella gracilipes,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Korshikoviella,gracilipes,1
Korshikoviella limnetica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Korshikoviella,limnetica,1
Korshikoviella michailovskoensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Korshikoviella,michailovskoensis,1
Korshikoviella sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Korshikoviella,,1
kyste Chrysophycee N°1,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,kyste,Chrysophycee,0
"Kyste de chrysophycées N°2 (diam. 17,5µm)",Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Kyste,de,0
Kyste de Dinobryon,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Kyste,de,0
Kyste de péridinien,Dinophyceae,Peridiniales,0,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Kyste,de,0
Kystes de chrysophycées (14µ),Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Kystes,de,0
Kystes de chrysophycées (30µ),Chrysophyceae,,0,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Kystes,de,0
Lagerheimia balatonica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Lagerheimia,balatonica,1
Lagerheimia chodatii,Chlorophyceae,Chlorococcales,0,NA,NA,NA,Nanophytoplancton,0,0,trel,0,0,small,Lagerheimia,chodatii,1
Lagerheimia chodatii colonie,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,chodatii,1
Lagerheimia ciliata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,ciliata,1
Lagerheimia citriformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,citriformis,1
Lagerheimia genevensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,genevensis,1
Lagerheimia longiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,longiseta,1
Lagerheimia marsonii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Lagerheimia,marsonii,1
Lagerheimia quadriseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Lagerheimia,quadriseta,1
Lagerheimia sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Lagerheimia,,1
Lagerheimia subsalsa,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Lagerheimia,subsalsa,1
Lagerheimia wratislaviensis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Lagerheimia,wratislaviensis,1
Lemmermanniella parva,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,trel,NA,0,large,Lemmermanniella,parva,1
Lemmermanniella sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,trel,NA,0,large,Lemmermanniella,,1
Lepocinclis ovum,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Lepocinclis,ovum,0
Leptolyngbya lagerheimii,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Leptolyngbya,lagerheimii,0
Leptolyngbya sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Leptolyngbya,,0
Leptolyngbya sp. 1,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Leptolyngbya,,0
Leptolyngbya sp. 2,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Leptolyngbya,,0
Leptolyngbya valderiana,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Leptolyngbya,valderiana,0
Limnothrix guttulata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnothrix,guttulata,0
Limnothrix obliqueacuminata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnothrix,obliqueacuminata,0
Limnothrix planctonica,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnothrix,planctonica,0
Limnothrix redeckei,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnothrix,redeckei,0
Limnothrix sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnothrix,,0
Limnotrix cf. planctonica,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Limnotrix,cf.,0
Lobocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Lobocystis,,1
Luticola cohnii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Luticola,cohnii,0
Luticola mutica,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Luticola,mutica,0
Lyngbya sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Lyngbya,,0
Lyngbya sp. 116,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Lyngbya,,0
Lyngbya truncicola,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Lyngbya,truncicola,0
Mallomonas acaroides,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Mallomonas,acaroides,0
Mallomonas acrokomos,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Mallomonas,acrokomos,0
Mallomonas caudata,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,con,0,0,large,Mallomonas,caudata,0
Mallomonas cf. genevensis,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Mallomonas,cf.,1
Mallomonas cf. minima,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Mallomonas,cf.,0
Mallomonas cf. minuta,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Mallomonas,cf.,0
Mallomonas elongata,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Mallomonas,elongata,0
Mallomonas globasa,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Mallomonas,globasa,0
Mallomonas lefevriana,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Mallomonas,lefevriana,0
Mallomonas sp.,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Mallomonas,,0
Mallomonas sp. 1,Synurophyceae,Synurales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Mallomonas,,0
Mallomonas sp. 2,Synurophyceae,Synurales,1,0,1,0,Nanophytoplancton,0,0,sphe,0,0,small,Mallomonas,,1
Melosira varians,Coscinodiscophyceae,Meloseirales,0,0,1,0,Microphytoplancton,1,1,box,0,0,large,Melosira,varians,0
Meridion circulare,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,NA,0,large,Meridion,circulare,0
Merismopedia cf. hyalina,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,cf.,1
Merismopedia cf. minima,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,cf.,1
Merismopedia cf. punctata,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Merismopedia,cf.,0
Merismopedia duplex,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Merismopedia,duplex,0
Merismopedia elegans,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,elegans,1
Merismopedia glauca,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,glauca,1
Merismopedia punctata,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,punctata,1
Merismopedia sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,,1
Merismopedia tenuissima,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Merismopedia,tenuissima,1
Micractinium crassisetum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Micractinium,crassisetum,1
Micractinium pusillum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Micractinium,pusillum,1
Micractinium pusillum cellule isolee,Chlorophyceae,Chlorococcales,0,NA,NA,NA,Nanophytoplancton,0,1,ell,0,0,small,Micractinium,pusillum,1
Micractinium pusillum colonie 4 cellules,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Micractinium,pusillum,1
micro chlorophycées,Chlorophyceae,,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,micro,chlorophycees,1
Microcystis aeruginosa,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,1,large,Microcystis,aeruginosa,1
Microcystis aeruginosa (cellules isolées),Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,1,small,Microcystis,aeruginosa,1
Microcystis cf. flos-aquae,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,1,large,Microcystis,cf.,1
Microcystis ichthyoblabe,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,1,large,Microcystis,ichthyoblabe,1
Microcystis sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,1,large,Microcystis,,1
Microcystis wesenbergii,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,1,large,Microcystis,wesenbergii,1
Microspora abbreviata,Chlorophyceae,Microsporales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Microspora,abbreviata,1
Monallantus sp.,Xanthophyceae,Mischococcales,0,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Monallantus,,0
Monoraphidium arcuatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,arcuatum,1
Monoraphidium circinale,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Monoraphidium,circinale,1
Monoraphidium contortum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Monoraphidium,contortum,1
Monoraphidium convolutum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,convolutum,1
Monoraphidium dybowskii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,doco,0,0,small,Monoraphidium,dybowskii,1
Monoraphidium fontinale,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Monoraphidium,fontinale,1
Monoraphidium griffithii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,griffithii,1
Monoraphidium indicum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,indicum,1
Monoraphidium irregulare,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Monoraphidium,irregulare,1
Monoraphidium komarkovae,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,komarkovae,1
Monoraphidium minutum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Monoraphidium,minutum,1
Monoraphidium mirabile,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,mirabile,1
Monoraphidium nanum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,doco,0,0,small,Monoraphidium,nanum,1
Monoraphidium pusillum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,doco,0,0,small,Monoraphidium,pusillum,1
Monoraphidium skujae,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Monoraphidium,skujae,1
Monoraphidium sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Monoraphidium,,1
Monoraphidium tortile,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Monoraphidium,tortile,1
Monosiga varians,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Monosiga,varians,0
Mougeotia gracillima,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Mougeotia,gracillima,1
Mougeotia sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Mougeotia,,1
Mougeotia sp. bourget03,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Mougeotia,,0
Mougeotia sp. grande cell,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Mougeotia,,0
Mougeotia sp. grosse cellule,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Mougeotia,,0
Navicula accomoda,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,accomoda,0
Navicula capitata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,capitata,0
Navicula capitatoradiata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,capitatoradiata,0
Navicula clementis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,clementis,0
Navicula clementis f. minor,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Navicula,clementis,0
Navicula cryptotenella,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,cryptotenella,0
Navicula cuspidata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,cuspidata,0
Navicula decussis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,decussis,0
Navicula dicephala,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,dicephala,0
Navicula exigua,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Navicula,exigua,0
Navicula gregaria,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,rhp,0,0,large,Navicula,gregaria,0
Navicula halophila,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,halophila,0
Navicula lanceolata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,lanceolata,0
