Genus + species name,Empire,Kingdom,Subkingdom,Phylum,Class,Order,Family,Genus,Species,Kind of infraspecific level: var./f./ssp.,Infraspecific name,Determination uncertainty level,Authorities,Class sensu Bourrelly (1974),INRA code,Cell length µm,Cell width µm,Cell thickness µm,Geometrical shape of the cell,Multiplicative factor to the geometrical shape to get the cell biovolume,Dividing factor to the geometrical shape to get the cell surface area,Cell surface area µm²,Cell biovolume µm3,Number of cells per colony,Cumulated surface area of cells in a colony µm²,Cumulated biovolume of cells in a colony µm3,Colony length (takes into account mucilage) µm,Colony width (takes into account mucilage) µm,Colony thickness (takes into account mucilage) µm,Geometrical shape of the colony,Multiplicative factor to the geometrical shape to get the colony biovolume (without mucilage),Dividing factor to the geometrical shape to get the colony surface area (take into account mucilage),Colony surface area µm² (with mucilage),Colony biovolume µm3 (without mucilage),Reference biovolume,Maximal length of the algal object,Notes on biovolumes,Organic carbon ratio (Wetzel et Likens 2000),Functional groups (Reynolds 2002),Functional groups (Padisak 2009),Morpho-classification (Kruk 2010),Nano/microphytoplankton,Mobility apparatus,Mobility apparatus: Flagella,Mobility apparatus: Raphe,Colonial,Filament,Heterotrophic,Mixotrophic,Autotrophic,<=5,8-May,15-Aug,15-30,30-60,>60
Pediastrum biradiatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,biradiatum,,,,Meyen,Chlorophycées,82712,14.5,18,4,ell,0.4,0.4,4390.66,218.54,16,70250.51,3496.7,72,72,4,tube,0.3,1,16302.88,87899.9,8741.76,72,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Pediastrum boryanum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,boryanum,,,,(TURPIN) MENEGHINI,Chlorophycées,82710,8,6,4,ell,0.4,0.4,1008.5,40.19,64,64544.19,2572.29,150,150,4,tube,0.3,1,70675.12,794812.5,6430.72,150,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,1,7,2
Pediastrum boryanum var. longicorne,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,boryanum,var.,longicorne,,Reinsch,Chlorophycées,82711,8,6,4,ell,0.4,0.4,1008.5,40.19,64,64544.19,2572.29,200,200,4,tube,0.3,1,125625.12,1884000,6430.72,200,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Pediastrum duplex,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,duplex,,,,MEYEN,Chlorophycées,82720,17,17,4,ell,0.4,0.4,4876.32,241.99,64,312084.55,15487.32,100,100,15,tube,0.3,1,31753.25,235500,23550,100,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,0,3,7
Pediastrum duplex var. gracillimum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,duplex,var.,gracillimum,,W.et G.S.West,Chlorophycées,82721,17,17,4,ell,0.4,0.4,4876.32,241.99,36,175547.56,8711.62,102,102,4,tube,0.3,1,32693.68,249914.48,21779.04,102,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Pediastrum simplex,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,simplex ,,,,Meyen,Chlorophycées,82740,15,10,4,ell,0.4,0.4,2721.04,125.6,64,174146.59,8038.4,100,100,4,tube,0.3,1,31425.12,235500,23550,100,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,1,6,3
Pediastrum simplex var. sturmii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,simplex,var.,sturmii,,(Reinsch.) Wolle,Chlorophycées,82741,23,21,4,ell,0.4,0.4,7997.27,404.43,16,127956.37,6470.91,92,92,4,tube,0.3,1,26602.08,183381.02,16177.28,92,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Pediastrum tetras,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Pediastrum,tetras,,,,(Ehrenberg) RALFS,Chlorophycées,82730,20,20,5,ell,0.4,0.4,6777.45,418.67,8,54219.63,3349.33,20,20,5,tube,0.3,1,1295.25,1884,732.6666667,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,1,6,3
Phacotus lendneri,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Phacotus,lendneri,,,,Chodat,Chlorophycées,80310,15,15,7,ell,0.5,0.5,3371.28,412.13,1,3371.28,412.13,,,,,,,,,412.3,16.5,Averages from literature,0.16,,Xph,V,Nanophytoplankton,1,1,0,0,0,0,0,1,0,0,1,2,6,1
Phacotus lenticularis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Phacotus,lenticularis,,,,(Ehrenberg) Stein,Chlorophycées,80311,17,17,7,trel,1,1,2105.56,1058.7,1,2105.56,1058.7,,,,,,,,,1058.703333,17,Averages from literature,0.16,,Xph,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Planctonema lauterbornii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Planktonema,lauterbornii,,,,Schmidle,Chlorophycées,86600,6,3.2,3.2,tube,1,1,76.36,48.23,8,610.92,385.84,50,3.2,3.2,tube,1,1,518.48,401.92,402,50,moyenne lacs ORE,0.16,,T,,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Planktosphaeria gelatinosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Planktosphaeria,gelatinosa,,,,G.M.Smith,Chlorophycées,85420,10,10,10,ell,1,1,990.07,523.33,1,990.07,523.33,,,,,,,,,523.6,20,Averages from literature,0.16,,F,,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Polyedriopsis bitridens,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Polyedriopsis,bitridens,,,,(Beck-Mannagetta) Kovacik,Chlorophycées,81301,9.5,9.5,9.5,box,1,1,541.5,857.38,1,541.5,857.38,,,,,,,,,0,9.5,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Pseudochlorella pyrenoidosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Pseudochlorella,pyrenoidosa,,,,(Zeitler) J.W.G.Lund,Chlorophycées,81302,8,8,8,sphe,1,1,200.96,267.95,1,200.96,267.95,,,,,,,,,267.9466667,8,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Pseudosphaerocystis lundii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Pseudosphaerocystis,lundii,,,,Bourrelly,Chlorophycées,80710,9,9,9,sphe,1,1,254.34,381.51,32,8138.88,12208.32,80,80,80,sphe,0.1,1,20096,26794.67,12214.5,100,Averages from literature,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Pteromonas aculeata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,aculeata,,,,Lemmermann,Chlorophycées,80315,29.5,28,12,trel,1,1,6042.62,5187.28,1,6042.62,5187.28,,,,,,,,,5187.28,29.5,Averages from literature,0.16,,X2,V,Microphytoplankton,1,1,0,0,0,0,0,1,,,,,,
Pteromonas angulosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,angulosa,,,,Lemmermann,Chlorophycées,80316,15,15,7,trel,1,1,1685.64,824.25,1,1685.64,824.25,,,,,,,,,824.25,15,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Pteromonas cordiformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,cordiformis,,,,Lemmermann,Chlorophycées,80317,12.5,11,6.5,trel,1,1,1099.23,467.73,1,1099.23,467.73,,,,,,,,,467.7291667,12.5,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Pteromonas pseudoangulosa,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,pseudoangulosa,,,,Péterfi,Chlorophycées,80318,12,10,7,trel,1,1,1015.34,439.6,1,1015.34,439.6,,,,,,,,,439.6,12,Averages from literature,0.16,,X2,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Pyramimonas inconstans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,inconstans,,,,Hodgett,Chlorophycées,80320,12,8,8,trel,0.8,0.8,1183.48,321.54,1,1183.48,321.54,,,,,,,,,321.536,12,Averages from literature,0.16,,,,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Pyramimonas micron,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Prasinophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,micron,,,,W. Conrad & H. Kufferath,Chlorophycées,80319,5,5,5,trel,0.9,0.9,283.5,58.88,1,283.5,58.88,,,,,,,,,58.875,5,Moyenne Leman et Bourget 2009,0.16,,,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Quadrichloris carterioides,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Dunaliellaceae,Quadrichloris,carterioides,,,,(Pascher et Jahoda) Fott,Chlorophycées,80321,10,9.5,9.5,trel,1,1,940.57,472.31,1,940.57,472.31,,,,,,,,,472.3083333,10,Averages from literature,0.16,,,,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Quadricoccus ellipticus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaerioideae,Quadricoccus,ellipticus,,,,Hortobagyi C. Agardh,Chlorophycées,89101,8,4,4,trel,1,1,318.9,66.99,4,1275.6,267.95,18,18,4,box,0.2,1,936,259.2,267.9466667,18,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Quadrigula cf. closterioides,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,closterioides,,,,(Bohlin) Printz,Chlorophycées,81621,21,2.5,2.5,trel,1,1,514.24,68.69,4,2056.95,274.75,42,30,30,trel,0.2,1,12302.36,3956.4,274.75,21,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Quadrigula lacustris,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,lacustris,,,,(Chodat) G.M.Smith,Chlorophycées,81620,20,3,3,trel,1,1,587.93,94.2,4,2351.71,376.8,40,30,30,trel,0.2,1,11718.03,3768,376.8,35,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,1,8,1
Quadrigula quaternata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Quadrigula,quaternata,,,,(W.et G.S.West) Printz,Chlorophycées,81622,23.5,7.5,7.5,trel,1,1,1725.02,691.78,4,6900.07,2767.13,50,35,35,trel,0.2,1,17080.06,6410.83,2767.125,23.5,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Rayssiella hemisphaerica,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Rayssiella,hemisphaerica,,,,Edelstein & Prescott,Chlorophycées,85310,18,8,8,trel,1,1,1412.36,602.88,8,11298.85,4823.04,36,50,8,box,0.5,0.5,9952,7200,4825.5,60,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Radiococcus planktonicus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Radiococcus,planktonicus,,,,Lund,Chlorophycées,85311,6,6,6,sphe,1,1,113.04,113.04,4,452.16,452.16,30,30,30,sphe,0.2,1,2826,2826,452.16,20,Averages from literature,0.16,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus aculeolatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,aculeolatus,,,,Reinsch,Chlorophycées,82551,12,4,4,trel,1,1,473.39,100.48,4,1893.56,401.92,12,16,4,box,0.9,0.9,675.56,691.2,401.92,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus acuminatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acuminatus,,,,(LAGERHEIM) Chodat,Chlorophycées,82550,14,5,5,trel,1,1,688.62,183.17,4,2754.49,732.67,14,20,5,box,0.7,0.7,1285.71,980,1099.6,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus acunae,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acunae,,,,Comas,Chlorophycées,82599,14,6,6,trel,1,1,826.35,263.76,4,3305.39,1055.04,14,24,6,box,0.9,0.9,1253.33,1814.4,1583.4,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus acutiformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acutiformis,,,,Schröder,Chlorophycées,82552,16,5,5,trel,1,1,785.63,209.33,4,3142.52,837.33,16,20,5,box,0.9,0.9,1111.11,1440,837.3333333,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus acutus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acutus,,,,MEYEN,Chlorophycées,82570,13,4,4,trel,1,1,512.13,108.85,4,2048.52,435.41,13,16,4,box,0.7,0.7,925.71,582.4,653.5,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus acutus single cell,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acutus,f. ,une cellule,,Lagh. Chodat,Chlorophycées,82569,13,4,4,trel,1,1,512.13,108.85,1,512.13,108.85,13,4,4,box,0.7,0.7,342.86,145.6,108.8533333,13,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus acutus var. acutus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acutus,var.,acutus,,A remplir,Chlorophycées,82571,13,4,4,trel,1,1,512.13,108.85,4,2048.52,435.41,13,16,4,box,0.7,0.7,925.71,582.4,435.4133333,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus acutus var. alternans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,acutus,var.,alternans,,Hortob.,Chlorophycées,82572,18.5,5.5,5.5,trel,1,1,997.71,292.87,4,3990.83,1171.48,18.5,26,5.5,box,0.6,0.6,2419.17,1587.3,1171.481667,22,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus apiculatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,apiculatus,,,,(West & G.S.West) Chodat,Chlorophycées,82480,9,5,5,trel,1,1,446.78,117.75,4,1787.14,471,9,20,5,box,0.6,0.6,1083.33,540,706.9,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus arcuatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,arcuatus,,,,(Lemmermann) Lemm,Chlorophycées,82580,13,4,4,trel,1,1,512.13,108.85,4,2048.52,435.41,13,16,4,box,0.9,0.9,720,748.8,653.5,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus armatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,armatus,,,,Chodat,Chlorophycées,82581,18.1,5.5,5.5,trel,1,1,976.34,286.54,4,3905.35,1146.15,18.1,22,5.5,box,0.7,0.7,1767.86,1533.07,1146,21,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus bernardii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,bernardii,,,,G.M.Smith,Chlorophycées,82582,21.5,5,5,trel,1,1,1052.78,281.29,4,4211.11,1125.17,21.5,20,5,box,0.7,0.7,1821.43,1505,1505,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus bicaudatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,bicaudatus,,,,DEDUSENKO,Chlorophycées,82592,13,4,4,trel,1,1,512.13,108.85,4,2048.52,435.41,13,16,4,box,0.8,0.8,810,665.6,653.2,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus bicaudatus var. brevicaudatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,bicaudatus,var.,brevicaudatus,,Hortobagyi,Chlorophycées,82594,10,4,4,trel,1,1,396.03,83.73,4,1584.11,334.93,10,16,4,box,0.8,0.8,660,512,502.7,10,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus bicaudatus var. fenestratus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,bicaudatus,var.,fenestratus,,A remplir,Chlorophycées,82451,8,5,5,trel,1,1,398.63,104.67,4,1594.5,418.67,8,20,5,box,0.8,0.8,750,640,418.6666667,20,Non trouvé dans biblio - arbitraire,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus fusiformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,fusiformis,,,,Meneghini,Chlorophycées,82452,7,8,4,trel,1,1,434.67,117.23,4,1738.69,468.91,7,32,4,box,0.8,0.8,950,716.8,937.8133333,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus gutwinskii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,gutwinskii,,,,Chod.,Chlorophycées,82530,12.5,5.5,5.5,trel,1,1,677.54,197.89,4,2710.16,791.54,12.5,22,5.5,box,0.8,0.8,1161.88,1210,1512,12.5,Averages from literature,0.11,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus oahuensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,oahuensis,,,,(Lemmermann) G.M. Smith,Chlorophycées,82475,11,4,4,trel,1,1,434.69,92.11,4,1738.75,368.43,11,16,4,box,0.8,0.8,710,563.2,521.2,11,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus opoliensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,opoliensis,,,,Richter,Chlorophycées,82481,22,5,5,trel,1,1,1077.08,287.83,4,4308.34,1151.33,22,20,5,box,0.8,0.8,1625,1760,1151.333333,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus pannonicus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,pannonicus,,,,Hortobagyi,Chlorophycées,82453,16.5,9,4,trel,1,1,1099.31,310.86,4,4397.26,1243.44,16.5,36,4,box,0.8,0.8,2010,1900.8,2797.74,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus parisiensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,parisiensis,,,,Chodat,Chlorophycées,82476,11,4.5,4.5,trel,1,1,489.02,116.57,4,1956.09,466.29,11,18,4.5,box,0.8,0.8,821.25,712.8,746.2,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus praetervisus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,praetervisus,,,,Chodat,Chlorophycées,82483,13.9,5.25,5.25,trel,1,1,717.96,200.5,4,2871.86,802,13.9,21,5.25,box,0.8,0.8,1187.81,1225.98,801.99525,21,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus semipulcher,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,semipulcher,,,,Hortobagyi,Chlorophycées,82597,14,4.5,4.5,trel,1,1,619.76,148.37,4,2479.04,593.46,14,18,4.5,box,0.8,0.8,990,907.2,890.6,18,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus serratus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,,,,(Corda) Bohl.,Chlorophycées,82454,14,5,4,trel,1,1,622.05,146.53,4,2488.22,586.13,14,20,4,box,0.9,0.9,924.44,1008,732.6666667,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus tibiscensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,tibiscensis,,,,Uherkovich,Chlorophycées,82455,17,8.5,4,trel,1,1,1083.04,302.49,4,4332.15,1209.95,17,34,4,box,0.8,0.8,1955,1849.6,2571.136667,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus denticulatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,denticulatus,,,,Lagerheim,Chlorophycées,82456,10.5,7,5,trel,1,1,628.21,192.33,4,2512.85,769.3,15,28,5,box,0.6,0.6,2116.67,1260,1077.02,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus denticulatus var. fenestratus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,denticulatus,var.,fenestratus,,(Teiling) Uherkovich,Chlorophycées,82457,9,5,5,trel,1,1,446.78,117.75,4,1787.14,471,13,20,5,box,0.6,0.6,1416.67,780,471,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus dimorphus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,dimorphus,,,,(Turpin) Kützing,Chlorophycées,82458,21,5,5,trel,1,1,1028.48,274.75,4,4113.9,1099,26,20,5,box,0.6,0.6,2500,1560,1099,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus disciformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,disciformis,,,,(Chodat) Fott & J. Komarek,Chlorophycées,82459,11.5,5,5,trel,1,1,567.54,150.46,8,4540.34,1203.67,11.5,40,5,box,0.6,0.6,2391.67,1380,1203.666667,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus disciformis f. disciformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,disciformis,f.,disciformis,,A remplir,Chlorophycées,82461,11.5,5,5,trel,1,1,567.54,150.46,4,2270.17,601.83,11.5,20,5,box,0.8,0.8,968.75,920,601.8333333,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus dispar,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,dispar,,,,(Brébisson) Rabenhorst,Chlorophycées,82460,11,3,3,trel,1,1,326.02,51.81,4,1304.06,207.24,11,12,3,box,0.6,0.6,670,237.6,311,15,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus ecornis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,ecornis,,,,(Ehrenberg) Chodat,Chlorophycées,82520,14,5,5,trel,1,1,688.62,183.17,4,2754.49,732.67,14,20,5,box,0.8,0.8,1125,1120,1099.6,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus ecornis var. polymorphus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,ecornis,var.,polymorphus,,Chodat,Chlorophycées,82462,9,4.5,4.5,trel,1,1,402.11,95.38,4,1608.42,381.51,9,18,4.5,box,0.8,0.8,708.75,583.2,381.51,18,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
