,Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Gelatinous,Diatom,Cyanobacteria,Centric,aerotopes,size,genus,species
524,Cymbella excisa,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,excisa
525,Cymbella helvetica var. curta,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,helvetica
526,Cymbella laevis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,laevis
527,Cymbella lanceolata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,lanceolata
528,Cymbella lata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,lata
529,Cymbella leptoceros,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,leptoceros
530,Cymbella microcephala,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,microcephala
531,Cymbella minuta,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Cymbella,minuta
532,Cymbella naviculiformis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,naviculiformis
533,Cymbella parva,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbella,parva
534,Cymbella prostrata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Cymbella,prostrata
535,Cymbella sp.,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Cymbella,
536,Cymbella ventricosa,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Cymbella,ventricosa
537,Cymbopleura lata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbopleura,lata
538,Cymbopleura similiformis,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Cymbopleura,similiformis
539,Denticula tenuis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Denticula,tenuis
540,Diatoma ehrenbergii,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Diatoma,ehrenbergii
541,Diatoma elongatum,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Diatoma,elongatum
542,Diatoma mesodon,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Diatoma,mesodon
543,Diatoma moniliformis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Diatoma,moniliformis
544,Diatoma tenuis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Diatoma,tenuis
545,Diatoma vulgaris,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Diatoma,vulgaris
546,Diatomées sp.,,,0,0,1,0,Microphytoplancton,0,0,box,0,0,0,0,0,large,Diatomees,
547,Diatomée vivante,,,0,0,1,0,Microphytoplancton,0,0,box,0,0,0,0,0,large,Diatomee,vivante
548,Diatomée morte,,,0,0,1,0,Microphytoplancton,0,0,box,0,0,0,0,0,large,Diatomee,morte
549,Diploneis elliptica,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Diploneis,elliptica
550,Diploneis maulerii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Diploneis,maulerii
551,Diploneis minuta,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Diploneis,minuta
552,Diploneis oblongella,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Diploneis,oblongella
553,Diploneis oculata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Diploneis,oculata
554,Diploneis ovalis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Diploneis,ovalis
555,Diploneis sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Diploneis,
556,Discostella stelligera,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Discostella,stelligera
557,Discostella woltereckii,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Discostella,woltereckii
558,Encyonema minutum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Encyonema,minutum
559,Encyonema prostratum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Encyonema,prostratum
560,Encyonema reichardtii,Bacillariophyceae,Cymbellales,1,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Encyonema,reichardtii
561,Encyonema silesiacum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Encyonema,silesiacum
562,Encyonema triangulum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Encyonema,triangulum
563,Encyonopsis microcephala,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Encyonopsis,microcephala
564,Eolimna minima,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Eolimna,minima
565,Epithemia adnata,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Epithemia,adnata
566,Epithemia sp.,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Epithemia,
567,Eunotia arcus,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,arcus
568,Eunotia bilunaris,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,bilunaris
569,Eunotia exigua,Bacillariophyceae,Eunotiales,1,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Eunotia,exigua
570,Eunotia minor,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,minor
571,Eunotia naegelii,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,naegelii
572,Eunotia praerupta,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,praerupta
573,Eunotia serra var. tetraodon,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,serra
574,Eunotia sp.,Bacillariophyceae,Eunotiales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Eunotia,
575,Fragilaria arcus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,arcus
576,Fragilaria berolinensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,berolinensis
577,Fragilaria brevistriata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Fragilaria,brevistriata
578,Fragilaria capucina,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,capucina
579,Fragilaria capucina var. radians,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,capucina
580,Fragilaria capucina var. vaucheriae,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,capucina
581,Fragilaria perminuta,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Fragilaria,perminuta
582,Fragilaria longifusiformis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,longifusiformis
583,Fragilaria planctonica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Fragilaria,planctonica
584,Fragilaria construens,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Fragilaria,construens
585,Fragilaria construens f. venter,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Fragilaria,construens
586,Fragilaria construens f. binodis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Fragilaria,construens
587,Fragilaria crotonensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,1,1,box,0,1,0,0,0,large,Fragilaria,crotonensis
588,Fragilaria cyclopum,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,cyclopum
589,Fragilaria dilatata,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,dilatata
590,Fragilaria lanceolata,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,lanceolata
591,Fragilaria nanana,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,nanana
592,Fragilaria parasitica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Fragilaria,parasitica
593,Fragilaria pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Fragilaria,pinnata
594,Fragilaria radians,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,radians
595,Fragilaria rumpens,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,rumpens
596,Fragilaria sp.,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Fragilaria,
597,Fragilaria tenera,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,trel,0,1,0,0,0,large,Fragilaria,tenera
598,Fragilaria tenera var. lemanensis,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,tenera
599,Fragilaria ulna,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,ulna
600,Fragilaria ulna var. acus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Fragilaria,ulna
601,Fragilaria ulna var. angustissima,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Fragilaria,ulna
602,Fragilaria virescens,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Fragilaria,virescens
603,Frustulia sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Frustulia,
604,Frustulia rhomboides,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Frustulia,rhomboides
605,Geissleria acceptata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Geissleria,acceptata
606,Geissleria decussis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Geissleria,decussis
607,Gomphonema acuminatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,acuminatum
608,Gomphonema angustatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,angustatum
609,Gomphonema augur,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,augur
610,Gomphonema carolinense,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,carolinense
611,Gomphonema clavatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,clavatum
612,Gomphonema constrictum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,constrictum
613,Gomphonema intricatum var. pumila,Bacillariophyceae,Cymbellales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Gomphonema,intricatum
614,Gomphonema lanceolatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,lanceolatum
615,Gomphonema minutum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,minutum
616,Gomphonema olivaceum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,olivaceum
617,Gomphonema parvulum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,parvulum
618,Gomphonema parvulum var. exilissimum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,parvulum
619,Gomphonema pumilum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,pumilum
620,Gomphonema sp.,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,
621,Gomphonema truncatum,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gomphonema,truncatum
622,Gyrosigma acuminatum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gyrosigma,acuminatum
623,Gyrosigma attenuatum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gyrosigma,attenuatum
624,Gyrosigma nodiferum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gyrosigma,nodiferum
625,Gyrosigma scalproides,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gyrosigma,scalproides
626,Gyrosigma sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Gyrosigma,
627,Hantzschia amphioxys,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Hantzschia,amphioxys
628,Luticola cohnii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Luticola,cohnii
629,Luticola mutica,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Luticola,mutica
630,Melosira varians,Coscinodiscophyceae,Meloseirales,0,0,1,0,Microphytoplancton,1,1,box,0,1,0,0,0,large,Melosira,varians
631,Meridion circulare,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Meridion,circulare
632,Navicula accomoda,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,accomoda
633,Navicula capitata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,capitata
634,Navicula capitatoradiata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,capitatoradiata
635,Navicula cryptotenella,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,cryptotenella
636,Navicula exigua,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Navicula,exigua
637,Navicula clementis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,clementis
638,Navicula clementis f. minor,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Navicula,clementis
639,Navicula cuspidata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,cuspidata
640,Navicula decussis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,decussis
641,Navicula dicephala,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,dicephala
642,Navicula gregaria,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,rhp,0,1,0,0,0,large,Navicula,gregaria
643,Navicula halophila,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,halophila
644,Navicula lanceolata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,lanceolata
645,Navicula menisculus,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,menisculus
646,Navicula minima,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Navicula,minima
647,Navicula placentula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,placentula
648,Navicula pseudanglica,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,pseudanglica
649,Navicula pupula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,pupula
650,Navicula radiosa,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,radiosa
651,Navicula reinhardtii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,reinhardtii
652,Navicula rhynchocephala,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,rhynchocephala
653,Navicula scutelloides,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Navicula,scutelloides
654,Navicula sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,
655,Navicula spp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,
656,Navicula subhamulata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Navicula,subhamulata
657,Navicula tripunctata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,tripunctata
658,Navicula tuscula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Navicula,tuscula
659,Neidium affine,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Neidium,affine
660,Neidium binodeforme,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Neidium,binodeforme
661,Neidium dubium,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Neidium,dubium
662,Neidium iridis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Neidium,iridis
663,Neidium sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Neidium,
664,Nitzschia acicularis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,acicularis
665,Nitzschia angustatula,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Nitzschia,angustatula
666,Nitzschia archibaldii,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,archibaldii
667,Nitzschia cf. linearis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,cf.
668,Nitzschia cf. tryblionella,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,cf.
669,Nitzschia constricta,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,constricta
670,Nitzschia debilis,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Nitzschia,debilis
671,Nitzschia dissipata,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,dissipata
672,Nitzschia flexa,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,flexa
673,Nitzschia fonticola,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,fonticola
674,Nitzschia fruticosa,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Nitzschia,fruticosa
675,Nitzschia gracilis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,gracilis
676,Nitzschia graciloides,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,rhp,0,1,0,0,0,large,Nitzschia,graciloides
677,Nitzschia hantzschiana,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,hantzschiana
678,Nitzschia inconspicua,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Nitzschia,inconspicua
679,Nitzschia lacuum,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,rhp,0,1,0,0,0,small,Nitzschia,lacuum
680,Nitzschia lanceolata,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,lanceolata
681,Nitzschia levidensis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,levidensis
682,Nitzschia linearis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,linearis
683,Nitzschia palea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,palea
684,Nitzschia paleacea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,paleacea
685,Nitzschia recta,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,recta
686,Nitzschia romana,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Nitzschia,romana
687,Nitzschia sigma,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,sigma
688,Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,sigmoidea
689,Nitzschia sp.,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,
690,Nitzschia spp.,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,
691,Nitzschia vermicularis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Nitzschia,vermicularis
692,Oestrupia bicontracta,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Oestrupia,bicontracta
693,Pinnularia acrosphaeria,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,acrosphaeria
694,Pinnularia biceps,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,biceps
695,Pinnularia gibba,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,gibba
696,Pinnularia major,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,major
697,Pinnularia sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,
698,Pinnularia viridis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Pinnularia,viridis
699,Placoneis clementis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Placoneis,clementis
700,Planothidium calcar,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Planothidium,calcar
701,Planothidium lanceolatum,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Planothidium,lanceolatum
702,Puncticulata radiosa,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Puncticulata,radiosa
703,Rhizosolenia longiseta,Coscinodiscophyceae,Rhizosoleniales,0,0,1,0,Microphytoplancton,0,1,tub,0,1,0,1,0,large,Rhizosolenia,longiseta
704,Rhizosolenia eriensis,Coscinodiscophyceae,Rhizosoleniales,0,NA,NA,NA,Microphytoplancton,0,0,box,0,1,0,0,0,large,Rhizosolenia,eriensis
705,Rhoicosphenia abbreviata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Rhoicosphenia,abbreviata
706,Rhopalodia gibba,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Rhopalodia,gibba
707,Sellaphora bacillum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Sellaphora,bacillum
