"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Scourfieldia cordiformis","Scourfieldia","cordiformis","1","1","","Scourfieldia cordiformis","Scourfieldia cordiformis","Eukaryota","Plantae","Chlorophyta","Pedinophyceae","Scourfieldiales","Scourfieldiaceae"
"Asterionella ralfsii var. americana","Asterionella","ralfsii americana","1","1","","Asterionella ralfsii americana","Asterionella ralfsii americana","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae"
"Spiniferomonas","Spiniferomonas","","1","0","Chromophysomonas,Paraphysomonas,Chrysosphaerella","Spiniferomonas","Spiniferomonas","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Synuraceae"
"Peridinium raciborskii","Peridinium","raciborskii","1","1","","Peridinium raciborskii","Peridinium raciborskii","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Spirulina laxa","Spirulina","laxa","1","1","","Spirulina laxa","Spirulina laxa","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Spirulinales","Spirulinaceae"
"Chrysostephanosphaera globulifera",NA,NA,"0","0",NA,"ChrysostephanosphaeraA globulifera",NA,NA,NA,NA,NA,NA,NA
"Dinobryon tubaeforme","Dinobryon","tubaeforme","1","0","","Dinobryon tubaeforme","Dinobryon tubaeforme","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Ochromonas verrucosa","Ochromonas","verrucosa","1","1","","Ochromonas verrucosa","Ochromonas verrucosa","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae"
"Gonyostomum semen","Gonyostomum","semen","1","1","","Gonyostomum semen","Gonyostomum semen","Eukaryota","Chromista","Ochrophyta","Raphidophyceae","Chattonellales","Vacuolariaceae"
"Diatoms (small)",NA,NA,"0","0",NA,"Diatoms (small)",NA,NA,NA,NA,NA,NA,NA
"Mallomonas tonsurata","Mallomonas","tonsurata","1","1","","Mallomonas tonsurata","Mallomonas tonsurata","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Chlorogonium maximum","Chlorogonium","maximum","1","1","","Chlorogonium maximum","Chlorogonium maximum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Haematococcaceae"
"Pteridomonas","Pteridomonas","","1","1","","Pteridomonas","Pteridomonas","Eukaryota","Chromista","Ochrophyta","Dictyochophyceae","Pedinellales","Pedinellaceae"
"Discostella pseudostelligera","Discostella","pseudostelligera","1","1","","Discostella pseudostelligera","Discostella pseudostelligera","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Dinobryon divergens var. schauinslandii","Dinobryon","divergens schauinslandii","1","1","","Dinobryon divergens schauinslandii","Dinobryon divergens schauinslandii","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Paraphysomonas bourrellyi","Paraphysomonas","bourrellyi","1","1","","Paraphysomonas bourrellyi","Paraphysomonas bourrellyi","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae"
"Aulacoseira italica","Aulacoseira","italica","1","1","","Aulacoseira italica","Aulacoseira italica","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae"
"Diatoms (large)",NA,NA,"0","0",NA,"Diatoms (large)",NA,NA,NA,NA,NA,NA,NA
"Aphanothece gelatinosa","Aphanothece","gardneri","1","0","Aphanothece gardneri","Aphanothece gelatinosa","Aphanothece gardneri","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Aphanothecaceae"
"Leptolyngbya limnetica","Leptolyngbya","hypolimnetica","1","1","","Leptolyngbya limnetica","Leptolyngbya hypolimnetica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae"
"Gloeotrichia","Gloeotrichia","","1","0","Rivularia","Gloeotrichia","Gloeotrichia","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Gloeotrichiaceae"
"Anabaena cylindrica","Anabaena","cylindrica","1","1","","Anabaena cylindrica","Anabaena cylindrica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae"
"Mallomonas doignonii","Mallomonas","doignonii","1","1","","Mallomonas doignonii","Mallomonas doignonii","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Cosmarium crenatum","Cosmarium","crenatum","1","1","","Cosmarium crenatum","Cosmarium crenatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Nitzschia clausii","Nitzschia","clausii","1","1","","Nitzschia clausii","Nitzschia clausii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Mallomonas majorensis","Mallomonas","majorensis","1","1","","Mallomonas majorensis","Mallomonas majorensis","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Peridinium limbatum","Peridinium","limbatum","1","1","","Peridinium limbatum","Peridinium limbatum","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Leptolyngbya tenuis","Leptolyngbya","tenuis","1","1","","Leptolyngbya tenuis","Leptolyngbya tenuis","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae"
"Myxobaktron lineare","Myxobaktron","salinum","0","1","","Myxobaktron lineare","Myxobaktron salinum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Aphanothecaceae"
"Woronichinia compacta","Woronichinia","compacta","1","1","","Woronichinia compacta","Woronichinia compacta","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Coelosphaeriaceae"
"Treubaria","Treubaria","","1","0","Pachycladella","Treubaria","Treubaria","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Treubariaceae"
"Mallomonas crassisquama","Mallomonas","crassisquama","1","1","","Mallomonas crassisquama","Mallomonas crassisquama","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Oocystis borgei","Oocystis","borgei","1","1","","Oocystis borgei","Oocystis borgei","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Nitzschia fonticola","Nitzschia","fonticola","1","1","","Nitzschia fonticola","Nitzschia fonticola","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Myxobaktron smithii",NA,NA,"0","0",NA,"Myxobaktron smithii",NA,NA,NA,NA,NA,NA,NA
"Aulacoseira subarctica","Aulacoseira","subarctica","1","1","","Aulacoseira subarctica","Aulacoseira subarctica","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae"
"Closterium pronum","Closterium","pronum","1","1","","Closterium pronum","Closterium pronum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Collodictyon","Collodictyon","","1","1","","Collodictyon","Collodictyon","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Asteromonadaceae"
"Scenedesmus platydiscus","Scenedesmus","platydiscus","1","1","","Scenedesmus platydiscus","Scenedesmus platydiscus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Ankistrodesmus spiralis","Ankistrodesmus","spiralis","1","1","","Ankistrodesmus spiralis","Ankistrodesmus spiralis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Ducellieria chodatii",NA,NA,"0","0",NA,"Duieria chodatii",NA,NA,NA,NA,NA,NA,NA
"Rhizochrysis scherffelii","Chrysamoeba","scherffelii","1","0","Chrysamoeba scherffelii","Rhizochrysis scherffelii","Chrysamoeba scherffelii",NA,NA,NA,NA,NA,NA
"Epithemia argus","Epithemia","argus","1","1","","Epithemia argus","Epithemia argus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae"
"Achnanthes minutissima","Achnanthidium","minutissimum","1","0","Achnanthidium minutissimum","Achnanthes minutissima","Achnanthidium minutissimum","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cocconeidales","Achnanthidiaceae"
"Dolichospermum solitarium","Dolichospermum","solitarium","1","1","","Dolichospermum solitarium","Dolichospermum solitarium","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Eunotia pectinalis","Eunotia","pectinalis","1","1","","Eunotia pectinalis","Eunotia pectinalis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae"
"Zygogonium","Zygogonium","","1","0","Spirogyra,Zygnema","Zygogonium","Zygogonium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Zygnematales","Zygnemataceae"
"Aphanizomenon gracile","Aphanizomenon","gracile","1","1","","Aphanizomenon gracile","Aphanizomenon gracile","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Bicosoeca planktonica","Bicosoeca","planktonica","1","1","","Bicosoeca planktonica","Bicosoeca planktonica","Eukaryota","Chromista","Bigyra","Bikosea","Bicosoecales","Bicosoecaceae"
"Blue-green picoalga",NA,NA,"0","0",NA,"Blue-green picoalga",NA,NA,NA,NA,NA,NA,NA
"Blue-green picoalga (colonial)",NA,NA,"0","0",NA,"Blue-green picoalga",NA,NA,NA,NA,NA,NA,NA
"Bumilleriopsis closterioides     ","Bumilleriopsis","closterioides","1","1","","Bumilleriopsis closterioides","Bumilleriopsis closterioides","Eukaryota","Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Centritractaceae"
"Centrales < 5 um",NA,NA,"0","0",NA,"Centrales <",NA,NA,NA,NA,NA,NA,NA
"Centrales 10-15 um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Centrales 15-20 um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Centrales 20-25 um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Centrales 25-30 um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Centrales 30- um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Centrales 5-10 um",NA,NA,"0","0",NA,"Centrales um",NA,NA,NA,NA,NA,NA,NA
"Chlamydomonas (small)","Chlamydomonas","leiostraca","0","1","","Chlamydomonas (small)","Chlamydomonas leiostraca","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Chlorogibba pentagonia","Chlorogibba","pentagonia","1","1","","Chlorogibba pentagonia","Chlorogibba pentagonia","Eukaryota","Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Pleurochloridaceae"
"Chroococcus minutus + single cells",NA,NA,"0","0",NA,"Chroococcus minutus  ","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Chrysoflagellates",NA,NA,"0","0",NA,"Chrysoflagellates ",NA,NA,NA,NA,NA,NA,NA
"Chrysopora fenestrata","Chrysopora","fenestrata","1","1","","Chrysopora fenestrata","Chrysopora fenestrata","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Chrysocapsaceae"
"Desmodesmus costato-granulatus","Desmodesmus","costato-granulatus","1","1","","Desmodesmus costato-granulatus","Desmodesmus costato-granulatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Dinobryon crenulatum","Dinobryon","crenulatum","1","1","","Dinobryon crenulatum","Dinobryon crenulatum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Eucapsis alpina","Eucapsis","alpina","1","1","","Eucapsis alpina","Eucapsis alpina","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Gymnodinium lacustre (small)","Gymnodinium","lacustre","1","1","","Gymnodinium lacustre","Gymnodinium lacustre","Eukaryota","Chromista","Miozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae"
"Koliella longiseta","Koliella","longiseta","1","1","","Koliella longiseta","Koliella longiseta","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Koliellaceae"
"Monallantus","Monallantus","","1","0","Nannochloropsis,Microchloropsis","Monallantus","Monallantus","Eukaryota","Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Pleurochloridaceae"
"Mougeotia (thick)",NA,NA,"0","0",NA,"Mougeotia (thick)",NA,NA,NA,NA,NA,NA,NA
"Mougeotia (unicellular)",NA,NA,"0","0",NA,"Mougeotia (uniular)",NA,NA,NA,NA,NA,NA,NA
"Neocystis","Neocystis","","1","0","Schizochloris,Coccomyxa","Neocystis","Neocystis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Radiococcaceae"
"Pseudanabaena endophytica","Pseudanabaena","endophytica","1","1","","Pseudanabaena endophytica","Pseudanabaena endophytica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Stichogloea doederleinii","Stichogloea","doederleinii","1","1","","Stichogloea doederleinii","Stichogloea doederleinii","Eukaryota","Chromista","Ochrophyta","Phaeothamniophyceae","Phaeothamniales","Phaeothamniaceae"
"Stokesiella","Stokesiella","","1","0","Arthropyxis","Stokesiella","Stokesiella","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Trachydiscus sexangulatus","Trachydiscus","sexangulatus","1","1","","Trachydiscus sexangulatus","Trachydiscus sexangulatus","Eukaryota","Chromista","Ochrophyta","Eustigmatophyceae","Goniochloridales","Goniochloridaceae"
"Vaucheria",NA,NA,"0","0",NA,"Vaucheria ",NA,NA,NA,NA,NA,NA,NA
"Woloszynskia","Woloszynskia","","1","0","Tovellia,Biecheleria,Jadwigia,Karlodinium,Gymnodinium","Woloszynskia","Woloszynskia","Eukaryota","Chromista","Miozoa","Dinophyceae","Tovelliales","Tovelliaceae"
"Cladophora","Cladophora","","1","0","Aegagropila","Cladophora","Cladophora","Eukaryota","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae"
"Dolichospermum longicellulare","Dolichospermum","longiulare","1","1","","Dolichospermum longiulare","Dolichospermum longiulare","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Hormogonales",NA,NA,"0","0",NA,"Hormogonales ",NA,NA,NA,NA,NA,NA,NA
"Hormogonales (cyli-like)",NA,NA,"0","0",NA,"Hormogonales (cyli-like)",NA,NA,NA,NA,NA,NA,NA
"Lyngbya (periphytic)",NA,NA,"0","0",NA,"Lyngbya (periphytic)",NA,NA,NA,NA,NA,NA,NA
"Nitzschia (big)",NA,NA,"0","0",NA,"Nitzschia (big)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Nostocales",NA,NA,"0","0",NA,"Nostocales ",NA,NA,NA,NA,NA,NA,NA
"Quadrigula pfitzeri","Quadrigula","pfitzeri","1","1","","Quadrigula pfitzeri","Quadrigula pfitzeri","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Rhodophyta",NA,NA,"0","0",NA,"Rhodophyta ",NA,NA,NA,NA,NA,NA,NA
"Xanthophyceae",NA,NA,"0","0",NA,"Xanthophyceae ",NA,NA,NA,NA,NA,NA,NA
"Epithemia","Epithemia","","1","0","Rhopalodia,Eunotia","Epithemia","Epithemia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae"
"Cosmarium bioculatum","Cosmarium","bioculatum","1","1","","Cosmarium bioculatum","Cosmarium bioculatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Diatoma hyalina","Diatoma","hyalina minima","1","1","","Diatoma hyalina","Diatoma hyalina minima","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae"
"Ellerbeckia arenaria","Ellerbeckia","arenaria","1","1","","Ellerbeckia arenaria","Ellerbeckia arenaria","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Paraliales","Radialiplicataceae"
"Scherffelia","Scherffelia","","1","1","","Scherffelia","Scherffelia","Eukaryota","Plantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae"
"Trichormus","Trichormus","","1","0","Anabaena,Aphanizomenon","Trichormus","Trichormus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae"
"Chrysogloea",NA,NA,"0","0",NA,"Chrysogloea ",NA,NA,NA,NA,NA,NA,NA
"Dinobryon saccatum","Dinobryon","saccatum","1","0","","Dinobryon saccatum","Dinobryon saccatum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Haptophyceae",NA,NA,"0","0",NA,"Haptophyceae ",NA,NA,NA,NA,NA,NA,NA
"Pennate",NA,NA,"0","0",NA,"Pennate ",NA,NA,NA,NA,NA,NA,NA
"Closterium acutum ","Closterium","acutum","1","1","","Closterium acutum","Closterium acutum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Mougeotia (thin)",NA,NA,"0","0",NA,"Mougeotia (thin)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Diatoma elongatum",NA,NA,"0","0",NA,"Diatoma elongatum","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Nostoc caeruleum var. planctonicum","Nostoc","caeruleum planctonicum","1","1","","Nostoc caeruleum planctonicum","Nostoc caeruleum planctonicum","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae"
"Cosmarium (big)","Cosmarium","bioculatum boreale","0","1","","Cosmarium (big)","Cosmarium bioculatum boreale","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Cymatopleura elliptica","Cymatopleura","elliptica","1","1","","Cymatopleura elliptica","Cymatopleura elliptica","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Dolichospermum (thin)","Dolichospermum","bothae","0","1","","Dolichospermum (thin)","Dolichospermum bothae","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Phaeocystis","Phaeocystis","","1","0","Tetrasporopsis,Chrysoreinhardia","Phaeocystis","Phaeocystis","Eukaryota","Chromista","Haptophyta","Coccolithophyceae","Phaeocystales","Phaeocystaceae"
"Quadricoccus ellipticus","Quadricoccus","ellipticus","1","1","","Quadricoccus ellipticus","Quadricoccus ellipticus","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Gymnodinium (big)",NA,NA,"0","0",NA,"Gymnodinium (big)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Stigeoclonium tenue","Stigeoclonium","tenue","1","1","","Stigeoclonium tenue","Stigeoclonium tenue","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chaetophorales","Chaetophoraceae"
"Actinastrum hantschii",NA,NA,"0","0",NA,"Actinastrum hantschii","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Ulnaria danica","Ulnaria","danica","1","1","","Ulnaria danica","Ulnaria danica","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Licmophorales","Ulnariaceae"
"Limnothrix planktonica","Limnothrix","planctonica","1","1","","Limnothrix planktonica","Limnothrix planctonica","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Pseudanabaena redekei > 2 um","Limnothrix","redekei","0","0","Limnothrix redekei","Pseudanabaena redekei >","Limnothrix redekei","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Oscillatoria lauterbornii","Limnothrix","lauterbornii","1","0","Limnothrix lauterbornii","Oscillatoria lauterbornii","Limnothrix lauterbornii","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Peridinium medium (25-40 um)",NA,NA,"0","0",NA,"Peridinium medium","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Phormidium breve","Phormidium","breve","1","1","","Phormidium breve","Phormidium breve","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae"
"Unidentified coccal cell",NA,NA,"0","0",NA,"Unidentified coccal",NA,NA,NA,NA,NA,NA,NA
"Pennate diatoms 0.75 cube",NA,NA,"0","0",NA,"Pennate diatoms",NA,NA,NA,NA,NA,NA,NA
"Planktolyngbya capillaris","Planktolyngbya","capillaris","1","1","","Planktolyngbya capillaris","Planktolyngbya capillaris","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae"
"Elakatothrix lacustris","Elakatothrix","lacustris","1","1","","Elakatothrix lacustris","Elakatothrix lacustris","Eukaryota","Plantae","Charophyta","Klebsormidiophyceae","Klebsormidiales","Elakatotrichaceae"
"Peridinium large (> 40 um)","Peridinium","areolatum","0","0","Protoperidinium areolatum","Peridinium large","Peridinium areolatum","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Chrysosporum minus","Chrysosporum","minus","1","1","","Chrysosporum minus","Chrysosporum minus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Microcystis pulverea","Microcystis","pulverea","1","1","","Microcystis pulverea","Microcystis pulverea","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Microcystaceae"
"Pennate diatoms 0.65 cube",NA,NA,"0","0",NA,"Pennate diatoms",NA,NA,NA,NA,NA,NA,NA
"Chroococcales",NA,NA,"0","0",NA,"Chroococcales ",NA,NA,NA,NA,NA,NA,NA
"Fragilaria inflata","Fragilaria","inflata","1","0","Staurosira inflata,Pseudostaurosira brevistriata inflata","Fragilaria inflata","Fragilaria inflata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Peridinium small (< 25 um)","Peridinium","smirnovii","0","1","","Peridinium small","Peridinium smirnovii","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Sphaerellopsis fluviatilis","Vitreochlamys","fluviatilis","1","0","Vitreochlamys fluviatilis","Sphaerellopsis fluviatilis","Vitreochlamys fluviatilis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae"
"Bicosoeca tubiformis","Bicosoeca","tubiformis","1","1","","Bicosoeca tubiformis","Bicosoeca tubiformis","Eukaryota","Chromista","Bigyra","Bikosea","Bicosoecales","Bicosoecaceae"
"Chrysophyta cyst",NA,NA,"0","0",NA,"Chrysophyta cyst",NA,NA,NA,NA,NA,NA,NA
"Dinobryon spirale","Dinobryon","spirale","1","1","","Dinobryon spirale","Dinobryon spirale","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Epipyxis borgei","Epipyxis","borgei","1","1","","Epipyxis borgei","Epipyxis borgei","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Desmodesmus denticulatus var. linearis",NA,NA,"0","0",NA,"Desmodesmus denticulatusA+var.A",NA,NA,NA,NA,NA,NA,NA
"Surirella robusta",NA,NA,"0","0",NA,"Surirella robusta","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Unidentified Dinophyceae",NA,NA,"0","0",NA,"Unidentified Dinophyceae",NA,NA,NA,NA,NA,NA,NA
"Picocyano",NA,NA,"0","0",NA,"Picocyano ",NA,NA,NA,NA,NA,NA,NA
"Gomphonema affine","Gomphonema","affine","1","1","","Gomphonema affine","Gomphonema affine","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Tetradesmus lunatus","Tetradesmus","lunatus","1","1","","Tetradesmus lunatus","Tetradesmus lunatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Lemmermanniella flexa","Lemmermanniella","flexa","1","1","","Lemmermanniella flexa","Lemmermanniella flexa","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Acanthosphaera zachariasii","Acanthosphaera","zachariasii","1","1","","Acanthosphaera zachariasii","Acanthosphaera zachariasii","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Staurodesmus mamillatus","Staurodesmus","mamillatus","1","1","","Staurodesmus mamillatus","Staurodesmus mamillatus","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Mucidosphaerium sphagnale","Mucidosphaerium","sphagnale","1","1","","Mucidosphaerium sphagnale","Mucidosphaerium sphagnale","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Closterium (large)",NA,NA,"0","0",NA,"Closterium (large)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Closterium limneticum (large)","Closterium","limneticum","1","1","","Closterium limneticum","Closterium limneticum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Closterium limneticum (small)","Closterium","limneticum","1","1","","Closterium limneticum","Closterium limneticum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Closteriaceae"
"Cryptomonas reflexa (large)","Cryptomonas","reflexa","1","1","","Cryptomonas reflexa","Cryptomonas reflexa","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Cryptomonas reflexa (medium)","Cryptomonas","reflexa","1","1","","Cryptomonas reflexa","Cryptomonas reflexa","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Unidentified genus (tiny)",NA,NA,"0","0",NA,"Unidentified genus",NA,NA,NA,NA,NA,NA,NA
"Ankistrodesmus arcuatus (medium)","Ankistrodesmus","arcuatus","1","1","","Ankistrodesmus arcuatus","Ankistrodesmus arcuatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Pseudopediastrum boryanum (small)",NA,NA,"0","0",NA,"PseudopediastrumA boryanum",NA,NA,NA,NA,NA,NA,NA
"Pennate diatoms (medium)",NA,NA,"0","0",NA,"Pennate diatoms",NA,NA,NA,NA,NA,NA,NA
"Pennate diatoms (large)",NA,NA,"0","0",NA,"Pennate diatoms",NA,NA,NA,NA,NA,NA,NA
"Scenedesmus (medium)",NA,NA,"0","0",NA,"Scenedesmus (medium)",NA,NA,NA,NA,NA,NA,NA
"Scenedesmus (large)",NA,NA,"0","0",NA,"Scenedesmus (large)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Fragilaria acus (large)","Fragilaria","acus","1","1","","Fragilaria acus","Fragilaria acus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
