phyto_name,Empire,Kingdom,Phylum,Class,Order,Family,volume.um3,surface.area.um2,Colonial,SAV,MLD,MSV
Pseudodidymocystis planctonica,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,114.05,355,1,3.112669882,11,34.2393687
Pseudokephyrion,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,50.24,333,0,6.628184713,6,39.76910828
Pseudokephyrion conicum,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,104.28,461,0,4.42079018,6,26.52474108
Pseudokephyrion entzii,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,323.8125,744,0,2.297625941,11,25.27388535
Pseudopediastrum boryanum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,794812.5,70675.12,1,0.088920494,150,13.33807407
Pseudopediastrum boryanum longicorne,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,1884000,125625.12,1,0.06668,200,13.336
Pseudopedinella,Eukaryota,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,321.54,748,1,2.326304659,2.5,5.815761647
Pseudosphaerocystis lundii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Palmellopsidaceae,26794.67,20096,1,0.749999907,100,74.99999067
Pseudostaurastrum limneticum,Eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Goniochloridales,Goniochloridaceae,11025,712,0,0.064580499,52.5,3.39047619
Pseudostaurosira brevistriata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,525,717,1,1.365714286,17.5,23.9
Pseudotetrastrum punctatum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,504,754.29,1,1.496607143,12,17.95928571
Pyramimonas inconstans,Eukaryota,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,321.54,81,0,0.25191267,12,3.022952043
Pyramimonas micron,Eukaryota,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,58.88,394,0,6.691576087,5,33.45788043
Quadrichloris carterioides,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliellaceae,472.31,868,0,1.837776037,10,18.37776037
Quadricoccus ellipticus,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,267.9466667,936,1,3.493232484,18,62.87818471
Quadrigula closterioides,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,3956.4,12302.36,1,3.109483369,21,65.29915074
Radiococcus planktonicus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,2826,2826,1,1,20,20
Radiocystis aphanothecoidea,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,5484.20625,8797.28,1,1.604111807,30,48.12335422
Radiocystis geminata,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,5484.20625,8797.28,1,1.604111807,30,48.12335422
Rayssiella hemisphaerica,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,7200,9952,1,1.382222222,60,82.93333333
Rhabdoderma tenuissimum,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,314,353.25,1,1.125,20,22.5
Rhoicosphenia abbreviata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,1200,202,0,0.168333333,20,3.366666667
Romeria chlorina,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,26.49,160,1,6.0400151,15,90.6002265
Salpingoeca,Eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,523.6,887,0,1.694041253,10,16.94041253
Salpingoeca frequentissima,Eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,117.8,561,0,4.762308998,9,42.86078098
Salpingoeca gracilis,Eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,785.4,671,0,0.854341737,30,25.6302521
Scenedesmus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,640,750,1,1.171875,20,23.4375
Scenedesmus apiculatus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,706.9,1083.33,1,1.532508134,20,30.65016268
Scenedesmus bicaudatus brevicaudatus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,512,660,1,1.2890625,10,12.890625
Scenedesmus communis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1922.7,1868.57,1,0.971846882,24,23.32432517
Scenedesmus ecornis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1120,1125,1,1.004464286,20,20.08928571
Scenedesmus grahneisii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,748.8,797,1,1.064369658,13,13.83680556
Scenedesmus intermedius acaudatus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,259.2,427.5,1,1.649305556,12,19.79166667
Scenedesmus obtusus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,2534.4,2205,1,0.870028409,24,20.88068182
Scenedesmus obtusus disciformis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1380,2391.67,1,1.733094203,20,34.66188406
Scenedesmus parisiensis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,746.2,821.25,1,1.100576253,12,13.20691504
Scenedesmus pulloideus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,240,437.5,1,1.822916667,12,21.875
Scenedesmus quadricauda ellipticus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1920,1850,1,0.963541667,40,38.54166667
Scenedesmus semipulcher,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,907.2,990,1,1.091269841,18,19.64285714
Scenedesmus smithii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1473.706667,1620,1,1.099268963,32,35.17660682
Schroederia indica,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Schroederiaceae,334.9333333,115,0,0.343351911,20,6.867038217
Schroederia setigera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Schroederiaceae,261.67,256,0,0.978331486,40,39.13325945
Selenastrum capricornutum,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,17,60,1,3.529411765,6,21.17647059
Selenochloris quadriloba,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,110,597,0,5.427272727,14,75.98181818
Sellaphora pupula,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,1183,202,0,0.170752325,50,8.53761623
Skeletonema subsalsum,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Skeletonemataceae,169.6,106,1,0.625,24,15
Snowella,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,452.16,1420.17,1,3.140857219,12,37.69028662
Snowella lacustris,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,33493.33,15624.05,1,0.466482431,40,18.65929724
Snowella rosea,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,33493.33,5024,1,0.150000015,60,9.000000896
Snowella septentrionalis,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,261.67,314,1,1.199984714,8,9.599877709
Speroidium fungiforme,Eukaryota,Chromista,Miozoa,Dinophyceae,Thoracosphaerales,Pfiesteriaceae,816.45,146,0,0.178822953,13.5,2.414109866
Sphaerocystis planctonica,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Sphaerocystidaceae,1635.42,9812.5,1,5.999987771,20,119.9997554
Sphaerocystis schroeteri nivalis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Sphaerocystidaceae,512,713,1,1.392578125,8,11.140625
Sphaerospermopsis aphanizomenoides,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,1256,1281.12,1,1.02,100,102
Spirogyra,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Zygnematales,Zygnemataceae,42411.5,762,1,0.017966825,100,1.796682504
Spondylosium,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,216,499,1,2.310185185,9,20.79166667
Spondylosium pygmaeum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,74.25,135,1,1.818181818,6,10.90909091
Staurastrum aviculum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,4289.3,101,0,0.023546966,47,1.106707388
Staurastrum cingulum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,14476.5,391,0,0.027009291,65,1.75560391
Staurastrum johnsonii triradiatum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,8377.6,259,0,0.030915775,60,1.854946524
Staurastrum paradoxum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,2512,862,0,0.343152866,16,5.49044586
Staurastrum pingue,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,14372.04167,531,0,0.036946734,65,2.401537707
Stauridium tetras,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,1884,1295.25,1,0.6875,20,13.75
Staurodesmus,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,14718.75,489,0,0.03322293,30,0.996687898
Staurodesmus cuspidatus,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,6716.65625,285,0,0.042431828,25,1.06079569
Staurodesmus dejectus,Desmidiaceae,Desmidiales,Conjugatophyceae (Zygnematophyceae),Charophyta,Plantae,Eukaryota,1047.2,371,0,0.354278075,20,7.085561497
Staurosira construens,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,441,711,1,1.612244898,19.5,31.43877551
Staurosira leptostauron,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,562.5,42,1,0.074666667,15,1.12
Staurosira venter,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,334.43,728,1,2.176838202,19.5,42.44834495
Staurosirella pinnata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Staurosiraceae,80,247,1,3.0875,10,30.875
Stelexomonas dichotoma,Eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,94.2,672,0,7.133757962,20,142.6751592
Stephanodiscus,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,6250,302,0,0.04832,25,1.208
Stephanodiscus alpinus,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,1125,790,0,0.702222222,15,10.53333333
Stephanodiscus binderanus,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,643.45,564,1,0.876524983,100,87.65249825
Stephanodiscus hantzschii,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,4207.11,878,0,0.208694329,17.5,3.652150764
Stephanodiscus hantzschii tenuis,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista,Eukaryota,4207.11,878,0,0.208694329,17.5,3.652150764
Stephanodiscus irregularis,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,1125,790,0,0.702222222,15,10.53333333
Stephanodiscus minutulus,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,62.5,6,0,0.096,5,0.48
Stephanodiscus neoastraea,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,8624,389,0,0.045106679,28,1.262987013
Stephanodiscus parvus,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,62.5,6,0,0.096,5,0.48
Stichococcus bacillaris,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,58.88,25,0,0.424592391,12,5.095108696
Stichogloea olivacea sphaerica,Eukaryota,Chromista,Ochrophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,1266.05,3898.74,1,3.079451838,50,153.9725919
Stokesiella epipyxis,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,389.6490667,82,0,0.210445775,16,3.367132407
Strombomonas,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,18840,885,0,0.046974522,40,1.878980892
Surirella,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,14280,850,0,0.05952381,85,5.05952381
Surirella brebissonii,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,840,76,0,0.09047619,24,2.171428571
Surirella minuta,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,1160,92,0,0.079310345,29,2.3
Synechococcus ambiguus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,28.26,235,0,8.315640481,6,49.89384289
Synechococcus elongatus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,70.65,39,0,0.552016985,10,5.520169851
Synechocystis aquatilis,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,97,15,0,0.154639175,5.7,0.881443299
Synedra,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,90,356,1,3.955555556,15,59.33333333
Synedra cyclopum,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,235,565,1,2.404255319,32,76.93617021
Synura,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Synuraceae,17959.4,9972.51,1,0.5552808,35,19.434828
Tabellaria fenestrata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,1764,336,1,0.19047619,90,17.14285714
Tabellaria flocculosa,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,1200,861,1,0.7175,30,21.525
Teilingia excavata,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,534.4,624,1,1.167664671,12,14.01197605
Tetrachlorella alternans,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,904.8,1794.29,1,1.983079134,47,93.20471927
Tetradesmus bernardii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1505,1821.43,1,1.210252492,20,24.20504983
Tetradesmus dimorphus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1560,2500,1,1.602564103,20,32.05128205
Tetradesmus lagerheimii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1099.6,1285.71,1,1.169252455,20,23.38504911
Tetradesmus obliquus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,653.5,925.71,1,1.416541699,16,22.66466718
Tetraedriella regularis,Eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Goniochloridales,Goniochloridaceae,192.84,86,0,0.445965567,8.5,3.790707322
Tetraedron,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,1458,607,0,0.416323731,18,7.49382716
Tetraedron caudatum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,441.8,471,0,1.066093255,15,15.99139882
Tetraedron minimum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,2400,614,0,0.255833333,20,5.116666667
Tetraedron minimum scrobiculatum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,1256.6,614,0,0.488620086,20,9.772401719
Tetraedron minimum tetralobulatum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,100,651,0,6.51,10,65.1
Tetraedron triangulare,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,381.51,814,0,2.133626904,9,19.20264213
Tetraedron trigonum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,1831.248,528,0,0.28832796,10,2.883279599
Tetraselmis arnoldii,Eukaryota,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,854.87,154,0,0.180144349,13.5,2.431948717
Tetraselmis cordiformis,Eukaryota,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,1131,282,0,0.24933687,18,4.48806366
Tetrastrum elegans,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,348.2783333,867,1,2.489388277,11,27.38327105
Tetrastrum heteracanthum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,718.0133333,880,1,1.225603981,14,17.15845574
Tetrastrum staurogeniaeforme brasiliense,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1400,1714.29,1,1.224492857,20,24.48985714
Trachelomonas,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,904.8,144,0,0.159151194,12,1.909814324
Trachelomonas elegans,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,402.71,831,0,2.063519654,9.5,19.60343672
Trachelomonas globularis,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,4605.333333,544,0,0.118123914,22,2.598726115
Trachelomonas hispida,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,9895.12125,699,0,0.070640873,31.5,2.225187488
Trachelomonas volvocina,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,1150.3,201,0,0.174737025,13,2.271581327
Trachelomonas volvocina subglobosa,Eukaryota,Protozoa,Euglenozoa,Euglenophyceae,Euglenales [=Euglenida],Euglenaceae,1641.173333,295,0,0.179749448,16,2.875991161
Treubaria schmidlei,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Treubariaceae,353.4,53,0,0.149971703,20,2.999434069
Treubaria setigera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Treubariaceae,353.4,53,0,0.149971703,20,2.999434069
Treubaria triappendiculata,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Treubariaceae,452.1,103,0,0.227825702,25,5.695642557
Tribonema,Eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,1133.54,1215.87,1,1.072630873,100,107.2630873
Tribonema ambiguum,Eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,1590.4,1444.79,1,0.908444416,100,90.84444165
Tribonema microchloron+cylindricum,Eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,804.2,1020.88,1,1.269435464,100,126.9435464
Trochiscia planctonica,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,1767.2,297,1,0.168062472,15,2.520937076
Tryblionella angustulata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,152,459,0,3.019736842,19,57.375
Tryblionella apiculata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,882,94,0,0.106575964,42,4.476190476
Tryblionella levidensis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,1479,242,0,0.16362407,41.5,6.790398918
Tychonema bourrellyi,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,2827.4,1609.25,1,0.569162481,100,56.91624814
Ulnaria acus,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,560,677,0,1.208928571,35,42.3125
Ulnaria delicatissima angustissima,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,2400,687,0,0.28625,200,57.25
Ulnaria ulna,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,5040,740,1,0.146825397,180,26.42857143
Ulothrix,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,1593.2,1444.79,1,0.906847853,100,90.68478534
Ulothrix limnetica,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,346.19,886,1,2.559288252,100,255.9288252
Ulothrix tenerrima,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,3848.1,2274.93,1,0.591182662,100,59.11826616
Uroglena,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,104719.8,65014.85,1,0.620845819,100,62.0845819
Uroglenopsis americana,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,104719.8,65014.85,1,0.620845819,100,62.0845819
Urosolenia eriensis,Rhizosoleniaceae,Rhizosoleniales,Coscinodiscophyceae,Bacillariophyta,Chromista,Eukaryota,1406.25,594,1,0.4224,75,31.68
Urosolenia longiseta,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,4615.8,372,1,0.080592747,120,9.671129598
Westella botryoides,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,22608,56520,1,2.5,40,100
Willea apiculata,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,510.3,441,1,0.864197531,14,12.09876543
Willea crucifera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,460.8,483,1,1.048177083,18,18.8671875
Willea rectangularis,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1612.8,1134.55,1,0.703466022,30,21.10398065
Willea vilhelmii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,11760,8857.14,1,0.753158163,50,37.65790816
Woronichinia,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,3297,10257.44,1,3.111143464,100,311.1143464
Woronichinia compacta,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,53878.3,47800.4,1,0.887192061,70,62.10344424
Woronichinia naegeliana,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,1635.42,6114.8,1,3.738978366,4,14.95591347
Acanthoceras zachariasii,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,4900,310,0,0.063265306,50,3.163265306
Achnanthidium minutissimum,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,118.13,369,0,3.123677305,15,46.85515957
Ankistrodesmus arcuatus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,67.52,36,0,0.533175355,32,17.06161137
Ankyra,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,169,492,0,2.911242604,6,17.46745562
Ankyra judayi,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,117.75,783,0,6.649681529,25,166.2420382
Aphanocapsa delicatissima,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,17950.33333,47800.4,1,2.66292548,70,186.4047836
Aphanocapsa elachista,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,314.2,2211.34,1,7.038001273,15,105.5700191
Aphanocapsa incerta,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,15714.5,11967.01,1,0.761526616,35,26.65343154
Aphanocapsa planctonica,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,23445.33,15624.05,1,0.666403501,50,33.32017506
Aulacoseira,Eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,904.32,644,1,0.712137297,100,71.21372965
Bicosoeca campanulata,Eukaryota,Chromista,Bigyra,Bikosea,Bicosoecales,Bicosoecaceae,968.7,778,0,0.803138226,37,29.71611438
Biecheleria pseudopalustris,Eukaryota,Chromista,Miozoa,Dinophyceae,Suessiales,Suessiaceae,10995.6,840,0,0.076394194,35,2.673796791
Botryococcus braunii,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Botryococcaceae,25434,14635.63,1,0.575435637,50,28.77178187
Chlamydomonas proboscigera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,4188.8,516,0,0.123185638,20,2.463712758
Chroococcus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,10240,14848,1,1.45,60,87
Chroococcus minutus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,3125,3750,1,1.2,25,30
Chrysochromulina parva,Eukaryota,Chromista,Haptophyta,Coccolithophyceae,Prymnesiales,Chrysochromulinaceae,35,185,0,5.285714286,4.5,23.78571429
Chrysococcus,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,904.32,144,0,0.159235669,12,1.910828025
Closterium,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Closteriaceae,399.67,481,0,1.203492882,19.4,23.3477619
Closterium acutum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Closteriaceae,752.2916667,653,0,0.8680144,115,99.82165605
